     0.000      0.000
     0.000      0.000
     0.000      0.000
    -3.504    244.957
     2.381    245.493
    -3.156    245.267
     3.599    245.426
    -2.624    245.636
     2.556    246.240
    -3.391    245.572
     3.235    246.530
    -2.093    246.641
     1.820    246.932
    -2.532    247.085
     2.595    247.426
    -2.000    247.939
     1.818    246.665
    -3.012    246.264
     2.047    246.828
    -2.797    248.272
     1.978    245.212
    -2.607    246.028
     2.057    245.943
    -3.165    246.055
     1.514    245.519
    -2.352    245.434
     1.758    244.304
    -2.914    242.944
     2.784    244.191
    -2.478    244.793
     2.315    244.642
    -2.785    243.569
     1.446    244.716
    -2.293    244.212
     3.058    243.622
    -2.610    242.228
     2.024    242.568
    -3.700    242.849
     1.900    244.141
    -2.302    246.717
     1.558    244.625
    -3.384    244.862
     1.420    244.580
    -3.680    245.036
     1.445    244.554
    -3.206    242.621
     1.950    244.724
    -3.354    246.822
     1.418    247.360
    -2.693    244.467
     1.369    241.975
    -3.747    241.954
     1.500    241.693
    -3.081    243.422
     2.577    244.251
    -2.715    243.562
     1.331    244.189
    -3.213    243.105
     2.263    242.537
    -2.892    244.389
     1.452    244.396
    -3.322    243.091
     1.645    241.668
    -3.359    243.602
     1.065    242.519
    -3.396    242.859
     1.614    242.997
    -3.850    245.358
     1.426    243.468
    -3.677    242.891
     1.376    243.004
    -3.567    242.892
     1.038    242.620
    -3.475    242.314
     1.766    241.110
    -3.226    242.630
     1.376    241.226
    -3.108    242.019
     2.110    242.491
    -3.363    241.980
     1.043    240.269
    -4.038    240.605
     1.483    240.922
    -2.982    242.127
     2.127    241.761
    -3.483    239.431
     1.627    238.855
    -3.553    241.181
     1.331    240.907
    -3.764    240.055
     1.930    242.719
    -2.918    242.546
     1.825    241.333
    -3.121    242.566
     1.568    242.840
    -3.104    243.215
     1.014    242.694
    -3.459    243.212
     1.749    244.004
    -3.092    243.330
     0.630    243.093
    -3.324    242.383
     1.641    240.768
    -2.704    242.190
     1.960    241.060
    -3.439    241.433
     1.517    241.856
    -2.279    239.924
     2.161    240.075
    -3.040    239.585
     1.312    239.583
    -2.737    240.105
     2.888    238.970
    -3.401    237.434
     2.501    238.004
    -3.780    239.681
     1.797    239.105
    -1.696    240.079
     2.828    240.203
    -2.980    240.507
     1.024    240.744
    -2.818    241.081
     1.031    240.663
    -3.029    240.349
     1.233    238.372
    -3.427    237.646
     2.027    238.567
    -3.265    241.364
     0.976    239.646
    -3.510    238.717
     1.778    239.535
    -2.800    239.878
     1.498    238.961
    -2.597    238.241
     1.340    237.122
    -3.793    238.094
     1.809    238.868
    -2.964    239.331
     1.895    239.107
    -3.285    239.773
     0.926    238.166
    -2.784    237.971
     1.444    237.798
    -3.838    236.477
     1.637    237.463
    -3.300    239.569
     2.023    239.975
    -3.016    240.855
     1.195    239.939
    -3.644    241.415
     1.883    241.652
    -2.962    242.012
     0.847    243.074
