   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
   758.928    322.398    119.798
