   714.071    313.995    139.915
   714.071    313.995    139.915
   714.071    313.995    139.915
   714.071    313.995    139.915
   714.071    313.995    139.915
   714.071    313.995    139.915
   714.071    313.995    139.915
   714.071    313.995    139.915
   714.071    313.995    139.915
   714.071    313.995    139.915
   714.071    313.995    139.915
   714.071    313.995    139.915
   714.071    313.995    139.915
   714.071    313.995    139.915
   714.071    313.995    139.915
   714.071    313.995    139.915
   714.071    313.995    139.915
   714.071    313.995    139.915
   714.071    313.995    139.915
   714.071    313.995    139.915
