   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
   944.192      1.500    408.259
